x0,x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,y
A370,A0,A1,42.0,A0,A0,A1,A1,A2,A0,73.9,A1
A371,A0,A1,38.0,A0,A0,A2,A2,A1,A0,69.5,
A372,A0,A0,38.0,A0,A1,A2,A2,A1,A3,91.7,A0
A373,A0,A1,4.0,A0,A0,A1,A1,A2,A3,68.65,A1
A374,A1,A1,10.0,A0,A1,A2,A2,A2,A1,95.35,A1
A375,A0,A1,11.0,A0,A1,A2,A2,A1,A3,79.0,A0
A376,A0,A1,64.0,A0,A1,A2,A2,A2,A0,99.25,A0
A377,A0,A0,39.0,A0,A0,A2,A1,A1,A2,86.3,A1
A378,A0,A0,27.0,A0,A1,A2,A2,A1,A3,75.75,A0
A379,A0,A1,3.0,A0,A0,A2,A2,A1,A1,69.65,A1
A380,A0,A1,11.0,A0,A0,A1,A2,A1,A2,44.65,A0
A381,A0,A1,41.0,A0,A1,A2,A1,A1,A3,88.5,A0
A382,A0,A1,26.0,A0,A0,A2,A1,A1,A1,89.8,A1
A383,A0,A0,65.0,A0,A1,A2,A1,A1,A1,89.75,A1
A384,A1,A0,72.0,A0,A1,A0,A0,A0,A0,25.7,A0
A385,A0,A0,70.0,A0,A1,A2,A1,A2,A1,106.05,A0
A386,A0,A0,64.0,A0,A1,A2,A1,A2,A3,105.4,A0
A387,A1,A0,,A0,A1,A2,A1,A2,A1,103.75,A1
A388,A0,A0,14.0,A0,A1,A2,A2,A1,A1,84.8,A0
A389,A0,A0,9.0,A0,A1,A1,A1,A2,A0,69.05,
A390,A0,A1,7.0,A0,A1,A0,A0,A0,A3,25.05,A0
A391,A0,A0,43.0,A0,A1,A2,A1,A2,A1,94.1,A0
A392,A1,A1,56.0,A0,A0,A2,A2,A2,A0,94.8,A0
A393,A0,A0,69.0,A0,A1,A2,A2,A2,A1,99.35,A0
A394,A0,A1,16.0,A0,A1,A1,A1,A2,A3,71.4,A0
A395,A0,A1,23.0,A0,A1,A2,A2,A2,A1,93.5,A0
A396,A0,A0,67.0,A0,A0,A2,A1,A1,A3,84.8,A0
A397,A0,A0,72.0,A0,A1,A1,A1,A1,A0,66.75,A0
A398,A0,A1,18.0,A0,A0,A0,A0,A0,A1,19.0,A0
A399,A1,A1,66.0,A0,A1,A2,A2,A2,A3,102.4,A0
A400,A0,A0,18.0,A0,A0,A2,A2,A2,A1,85.6,A0
A401,A0,A1,,A0,A0,A1,A1,A1,A1,49.55,A0
A402,A0,A1,1.0,A0,A0,A0,A0,A0,A2,20.8,A0
A403,A0,A0,72.0,A0,A1,A2,A1,A2,A0,109.7,A0
A404,A0,A1,13.0,A0,A0,A2,A1,A1,A2,74.65,A0
A405,A0,A0,60.0,A0,A1,A2,A1,A1,A3,94.15,A0
A406,A0,A1,11.0,A0,A1,A0,A0,A0,A1,25.2,A0
A407,A0,A1,1.0,A0,A0,A2,A2,A1,A1,84.85,
A408,A0,A0,72.0,A0,A1,A2,A1,A2,A1,109.65,A0
A409,A0,A0,54.0,A0,A0,A2,A1,A2,A3,109.75,A1
A410,A1,A1,1.0,A0,A1,A2,A2,A1,A1,74.2,A1
A411,A0,A1,31.0,A0,A1,A2,A1,A2,A1,104.35,A0
A412,A0,A0,59.0,A0,A1,A2,A1,A2,A0,109.15,A0
A413,A1,A1,39.0,A0,A1,A2,A2,A2,A3,95.65,A1
,A0,A0,68.0,A0,A0,A2,A1,A2,A3,95.1,A0
A415,A0,A0,64.0,A0,A1,A1,A1,A1,A3,76.1,A0
A416,A1,A0,11.0,A0,A0,A2,A2,A1,A1,70.2,A0
A417,A0,A0,72.0,A1,A2,A1,A2,A2,A0,53.8,A0
A418,A1,A0,25.0,A0,A0,A2,A1,A2,A1,98.5,A1
A419,A0,A0,0.0,A0,A0,A0,A0,A0,A2,20.0,A0
A420,A0,A0,41.0,A1,A2,A1,A2,A1,A0,35.4,A0
A421,A0,A0,35.0,A0,A0,A2,A1,A1,A1,89.7,A0
A422,A0,A1,57.0,A0,A0,A1,A1,A1,A0,74.3,A0
A423,A0,A1,63.0,A0,A1,A0,A0,A0,A2,24.2,A0
A424,A0,A1,9.0,A0,A0,A1,A2,A1,A2,44.95,A1
A425,A0,A1,38.0,A0,A1,A1,A1,A2,A0,68.15,A0
A426,A0,A0,72.0,A0,A1,A0,A0,A0,A2,25.4,A0
A427,A0,A0,,A0,A0,A1,A2,A2,A2,75.55,A0
A428,A0,A1,36.0,A0,A0,A1,A1,A2,A2,75.55,A0
A429,A0,A1,10.0,A0,A0,A2,A2,A1,A2,84.7,A1
A430,A0,A1,5.0,A0,A1,A2,A2,A2,A1,100.5,A1
A431,A0,A0,69.0,A1,A2,A1,A2,A2,A0,43.95,A0
A432,A0,A0,55.0,A0,A0,A2,A2,A1,A0,69.05,
A433,A0,A0,41.0,A0,A1,A2,A1,A2,A3,101.6,A0
A434,A0,A0,61.0,A0,A1,A0,A0,A0,A2,24.1,A0
A435,A0,A0,51.0,A0,A0,A0,A0,A0,A2,19.95,A0
A436,A1,A1,19.0,A0,A0,A2,A2,A2,A1,87.3,A0
A437,A0,A1,1.0,A0,A0,A0,A0,A0,A1,19.3,A1
A438,A0,A1,1.0,A0,A1,A2,A2,A1,A1,84.5,A1
A439,A0,A0,56.0,A0,A1,A2,A1,A1,A0,96.95,A0
A440,A0,A0,52.0,A0,A0,A2,A2,A1,A1,84.1,
A441,A0,A1,,A0,A0,A2,A2,A2,A1,89.45,A1
A442,A1,A1,35.0,A0,A1,A2,A2,A2,A1,99.05,A1
A443,A0,A0,1.0,A0,A0,A0,A0,A0,A2,19.0,A0
A444,A0,A1,25.0,A0,A1,A2,A2,A2,A1,84.8,A1
A445,A0,A1,10.0,A0,A0,A0,A0,A0,A2,20.55,A0
A446,A0,A0,63.0,A0,A0,A0,A0,A0,A2,19.7,A0
A447,A0,A1,2.0,A0,A0,A0,A0,A0,A2,19.25,A0
A448,A0,A1,60.0,A0,A1,A2,A1,A1,A3,89.9,A0
A449,A0,A0,69.0,A0,A1,A1,A2,A2,A3,86.9,A0
A450,A0,A1,18.0,A0,A1,A2,A2,A1,A1,74.15,A0
A451,A0,A0,51.0,A1,A2,A1,A1,A2,A1,59.3,
A452,A0,A0,12.0,A0,A1,A0,A0,A0,A3,24.0,A0
A453,A0,A0,48.0,A0,A1,A2,A1,A2,A0,105.25,A0
A454,A0,A1,13.0,A0,A1,A2,A2,A2,A1,85.95,A0
A455,A0,A1,5.0,A0,A0,A1,A2,A1,A1,54.2,A1
A456,A0,A0,57.0,A0,A0,A0,A0,A0,A3,19.9,A0
A457,A0,A0,4.0,A0,A0,A0,A0,A0,A2,20.5,
A458,A0,A1,4.0,A0,A1,A2,A1,A2,A1,101.7,A1
A459,A0,A0,56.0,A0,A0,A2,A2,A2,A1,80.9,A0
A460,A0,A1,1.0,A0,A0,A0,A0,A0,A3,19.75,
A461,A1,A1,30.0,A1,A2,A1,A2,A1,A1,40.3,A1
A462,A0,A0,72.0,A0,A1,A2,A2,A2,A1,97.85,A0
A463,A0,A0,71.0,A0,A1,A1,A2,A2,A1,85.45,A0
A464,A1,A0,29.0,A0,A1,A2,A2,A2,A1,103.95,A0
A465,A0,A0,47.0,A0,A0,A0,A0,A0,A0,20.05,A0
A466,A0,A1,2.0,A0,A0,A0,A0,A0,A2,19.65,A0
A467,A0,A1,2.0,A0,A0,A0,A0,A0,A2,20.05,A0
A468,A0,A0,71.0,A1,A2,A1,A1,A2,A1,49.35,A1
A469,A0,A1,5.0,A0,A1,A2,A2,A1,A1,75.55,A1
A470,A0,A1,1.0,A0,A0,A1,A2,A1,A2,44.75,A0
A471,A0,A1,11.0,A1,A2,A1,A1,A1,A2,34.7,A0
A472,A0,A1,6.0,A0,A0,A2,A2,A2,A1,89.3,A1
A473,A0,A1,26.0,A0,A0,A2,A1,A1,A3,75.5,A0
A474,A0,A0,61.0,A0,A1,A2,A1,A2,A1,106.0,A1
A475,A0,A0,56.0,A1,A2,A1,A2,A2,A3,54.05,A0
A476,A0,A1,41.0,A0,A1,A2,A2,A1,A0,81.3,
A477,A0,A0,,A0,A0,A1,A1,A2,A3,79.35,A0
A478,A0,A1,70.0,A0,A1,A2,A1,A2,A0,115.55,A1
A479,A0,A1,,A0,A0,A1,A2,A1,A2,50.9,A1
A480,A0,A1,24.0,A1,A2,A1,A2,A1,A2,35.75,A0
A481,A0,A1,25.0,A1,A2,A1,A2,A2,A1,48.25,A0
A482,A0,A0,27.0,A0,A1,A1,A2,A2,A3,71.6,A0
A483,A0,A0,4.0,A0,A1,A0,A0,A0,A0,24.1,
A484,A1,A0,35.0,A0,A1,A2,A2,A2,A1,100.8,
A485,A0,A0,13.0,A1,A2,A1,A2,A2,A3,48.75,A1
A486,A0,A0,67.0,A0,A1,A1,A2,A2,A3,69.9,A0
A487,A0,A1,15.0,A0,A1,A0,A0,A0,A1,26.35,A0
A488,A1,A1,29.0,A0,A1,A1,A1,A1,A3,58.55,A0
A489,A0,A0,10.0,A0,A0,A1,A2,A1,A0,55.2,A1
A490,A1,A0,68.0,A0,A1,A2,A2,A1,A0,80.35,A0
A491,A0,A0,,A1,A2,A1,A2,A1,A1,24.8,A1
A492,A0,A0,,A0,A0,A0,A0,A0,A0,20.3,A0
A493,A0,A0,60.0,A0,A0,A1,A1,A1,A3,65.85,A0
A494,A0,A1,35.0,A0,A1,A0,A0,A0,A3,23.3,A0
A495,A0,A1,18.0,A0,A0,A1,A2,A1,A0,45.65,A0
A496,A0,A0,47.0,A0,A1,A2,A1,A2,A1,104.1,A0
A497,A0,A1,22.0,A0,A1,A2,A2,A1,A1,90.0,
A498,A1,A0,44.0,A0,A0,A2,A1,A1,A1,85.15,
A499,A0,A0,72.0,A0,A1,A2,A1,A2,A3,115.6,A0
A500,A0,A1,41.0,A0,A1,A2,A1,A1,A1,89.2,A0
A501,A0,A0,70.0,A0,A1,A2,A1,A2,A0,113.05,A0
A502,A0,A1,1.0,A0,A0,A0,A0,A0,A2,20.0,A1
A503,A0,A0,26.0,A0,A0,A2,A2,A2,A1,90.8,A1
,A1,A1,18.0,A0,A1,A2,A1,A1,A1,85.45,A1
A505,A0,A0,61.0,A0,A0,A1,A2,A2,A3,73.8,
A506,A0,A1,11.0,A0,A1,A1,A2,A2,A2,58.95,A0
A507,A0,A1,1.0,A0,A0,A1,A2,A2,A1,55.0,A1
A508,A0,A0,,A0,A0,A2,A1,A1,A1,80.0,A0
A509,A0,A0,72.0,A0,A1,A2,A1,A2,A0,109.95,A0
A510,A0,A0,,A0,A1,A2,A1,A1,A3,80.0,A0
A511,A0,A1,10.0,A0,A0,A1,A2,A1,A0,45.8,A0
A512,A0,A1,12.0,A0,A0,A2,A2,A1,A0,85.15,A0
A513,A0,A0,61.0,A0,A1,A1,A1,A1,A1,59.8,A0
A514,A0,A1,8.0,A0,A1,A2,A2,A2,A1,86.55,
A515,A0,A0,42.0,A0,A0,A2,A2,A2,A1,100.4,A0
A516,A0,A0,72.0,A0,A1,A2,A2,A1,A3,98.2,A0
A517,A1,A0,1.0,A0,A0,A2,A2,A1,A1,69.25,A1
A518,A1,A0,31.0,A0,A1,A2,A2,A1,A1,89.45,A0
A519,A0,A1,30.0,A0,A0,A1,A1,A1,A1,70.4,
A520,A1,A0,46.0,A1,A2,A1,A1,A2,A3,59.9,A1
A521,A0,A0,6.0,A0,A0,A1,A2,A1,A2,45.5,A0
A522,A0,A0,15.0,A0,A0,A2,A2,A2,A1,101.75,A0
A523,A1,A1,48.0,A0,A1,A2,A1,A2,A1,99.0,A0
A524,A0,A1,64.0,A0,A1,A1,A1,A1,A1,81.25,
A525,A0,A1,1.0,A0,A0,A2,A2,A1,A3,73.5,A1
A526,A0,A1,27.0,A0,A1,A2,A2,A2,A3,100.5,A0
A527,A0,A1,27.0,A0,A0,A0,A0,A0,A0,19.4,A0
A528,A1,A0,17.0,A0,A1,A2,A2,A2,A0,100.45,A1
A529,A0,A1,,A0,A0,A0,A0,A0,A0,20.55,A0
A530,A0,A1,18.0,A0,A1,A2,A1,A1,A1,80.65,A1
A531,A0,A1,17.0,A0,A0,A0,A0,A0,A0,20.05,A0
A532,A0,A0,5.0,A0,A1,A1,A2,A1,A3,67.95,A1
A533,A0,A0,35.0,A0,A0,A1,A1,A1,A2,61.0,A0
A534,A0,A0,21.0,A0,A1,A2,A2,A2,A1,106.1,A1
A535,A0,A1,70.0,A1,A2,A1,A2,A2,A2,40.05,
A536,A0,A0,71.0,A1,A2,A1,A2,A2,A1,47.05,A0
A537,A1,A1,69.0,A0,A1,A2,A2,A2,A0,110.25,A0
A538,A0,A0,65.0,A0,A1,A1,A1,A2,A3,82.5,A0
A539,A0,A0,7.0,A0,A0,A0,A0,A0,A2,20.65,A0
A540,A0,A1,38.0,A0,A0,A0,A0,A0,A2,20.05,A0
A541,A1,A1,32.0,A0,A0,A2,A2,A2,A1,90.95,A0
A542,A0,A0,70.0,A0,A1,A0,A0,A0,A3,25.15,A0
A543,A1,A1,,A0,A1,A2,A2,A2,A1,93.85,A1
A544,A1,A0,61.0,A0,A1,A1,A2,A1,A1,65.2,
A545,A0,A1,15.0,A1,A2,A1,A2,A1,A1,29.7,A1
A546,A0,A0,52.0,A1,A2,A1,A1,A1,A2,50.2,A0
A547,A1,A1,49.0,A0,A1,A2,A1,A2,A3,103.0,A0
A548,A0,A0,64.0,A0,A1,A2,A2,A2,A2,108.5,A0
A549,A0,A1,24.0,A0,A0,A0,A0,A0,A2,19.75,A0
A550,A0,A1,1.0,A0,A0,A1,A2,A1,A2,44.15,A1
A551,A0,A1,1.0,A0,A0,A1,A2,A1,A1,49.75,A0
A552,A0,A1,2.0,A0,A0,A1,A2,A1,A2,55.1,A1
A553,A0,A0,72.0,A0,A1,A1,A1,A2,A3,85.15,A0
A554,A0,A1,58.0,A0,A0,A0,A0,A0,A0,20.3,
,A0,A0,30.0,A0,A0,A0,A0,A0,A0,19.8,A0
A556,A1,A1,55.0,A0,A1,A2,A2,A2,A1,100.15,A0
A557,A1,A1,26.0,A0,A1,A1,A2,A2,A1,66.05,A0
A558,A0,A1,5.0,A0,A1,A1,A2,A1,A1,53.8,A0
A559,A0,A0,67.0,A0,A1,A2,A2,A2,A0,106.7,A0
A560,A0,A0,63.0,A0,A0,A1,A1,A1,A0,74.5,
A561,A1,A0,7.0,A0,A1,A2,A2,A1,A1,74.85,A0
A562,A0,A0,63.0,A0,A0,A1,A1,A1,A2,63.55,A0
A563,A0,A0,21.0,A0,A0,A0,A0,A0,A2,19.8,A0
A564,A0,A1,28.0,A0,A0,A2,A2,A2,A1,80.6,A0
A565,A1,A0,72.0,A0,A1,A1,A1,A2,A0,84.1,A0
A566,A0,A0,21.0,A0,A1,A2,A2,A2,A1,94.3,
A567,A0,A1,16.0,A0,A1,A1,A1,A2,A1,69.1,A0
A568,A0,A1,25.0,A0,A0,A0,A0,A0,A2,20.6,A0
A569,A0,A0,33.0,A0,A0,A0,A0,A0,A3,19.45,A0
A570,A0,A0,22.0,A0,A0,A1,A2,A1,A1,54.2,A1
A571,A0,A0,54.0,A0,A1,A1,A2,A2,A0,70.15,A1
A572,A0,A1,8.0,A0,A1,A2,A2,A1,A0,74.6,A0
A573,A0,A0,,A0,A0,A1,A2,A2,A2,63.15,A0
A574,A0,A0,28.0,A0,A1,A2,A1,A1,A0,96.6,A0
A575,A0,A0,30.0,A0,A1,A2,A2,A1,A1,85.45,A0
A576,A0,A0,,A0,A1,A1,A1,A2,A1,79.4,A0
A577,A0,A1,2.0,A0,A0,A1,A2,A1,A0,50.2,
A578,A0,A1,13.0,A0,A0,A2,A2,A1,A2,70.15,A0
A579,A0,A0,31.0,A0,A1,A1,A2,A1,A0,59.05,A0
A580,A0,A1,29.0,A0,A0,A2,A1,A1,A2,89.65,A0
A581,A0,A1,69.0,A0,A1,A2,A1,A2,A0,110.05,A0
A582,A0,A0,48.0,A0,A1,A2,A2,A2,A2,82.05,A1
A583,A0,A1,11.0,A0,A0,A0,A0,A0,A0,20.45,A0
A584,A1,A0,69.0,A0,A1,A2,A1,A1,A0,84.9,A0
,A0,A0,9.0,A0,A0,A0,A0,A0,A2,19.75,A0
A586,A0,A1,11.0,A0,A0,A2,A2,A1,A1,76.4,A0
A587,A0,A1,,A0,A0,A1,A2,A1,A1,59.8,A1
A588,A0,A1,3.0,A0,A1,A2,A2,A1,A1,76.95,A1
A589,A0,A1,69.0,A0,A1,A2,A1,A2,A3,104.7,A1
A590,A0,A0,9.0,A1,A2,A1,A2,A1,A2,40.65,A1
A591,A1,A1,5.0,A0,A0,A0,A0,A0,A3,20.05,
A592,A0,A1,53.0,A0,A0,A2,A1,A2,A0,94.45,A0
A593,A0,A1,5.0,A0,A0,A2,A2,A1,A1,69.75,A1
A594,A1,A0,50.0,A0,A1,A0,A0,A0,A1,25.2,A0
A595,A0,A0,31.0,A0,A1,A2,A2,A1,A1,89.3,A0
A596,A0,A0,1.0,A0,A0,A2,A2,A2,A1,90.1,A0
A597,A0,A1,4.0,A0,A0,A2,A2,A1,A1,79.0,A1
A598,A0,A0,46.0,A1,A2,A1,A1,A1,A1,45.55,A0
A599,A1,A1,5.0,A0,A0,A2,A2,A1,A2,84.85,A1
A600,A0,A1,8.0,A0,A0,A0,A0,A0,A2,19.95,A0
A601,A0,A0,48.0,A1,A2,A1,A1,A1,A2,34.7,A1
A602,A0,A1,,A1,A2,A1,A2,A1,A0,30.1,A0
A603,A0,A1,11.0,A0,A1,A2,A2,A1,A1,76.5,
A604,A0,A1,8.0,A0,A1,A2,A2,A2,A3,103.35,A1
A605,A0,A1,22.0,A0,A1,A2,A1,A1,A1,79.35,A1
A606,A0,A1,28.0,A0,A0,A1,A1,A1,A0,54.4,A0
A607,A0,A1,10.0,A0,A0,A0,A0,A0,A2,19.8,A0
A608,A0,A1,34.0,A0,A0,A2,A2,A1,A0,70.0,A1
A609,A0,A1,53.0,A0,A0,A0,A0,A0,A2,18.7,A0
A610,A0,A1,24.0,A0,A1,A2,A2,A2,A1,98.75,A1
A611,A0,A0,42.0,A0,A0,A0,A0,A0,A2,19.35,A0
A612,A0,A1,40.0,A1,A2,A1,A2,A2,A3,54.55,A0
A613,A0,A1,1.0,A1,A2,A1,A2,A1,A2,30.55,A0
A614,A1,A0,56.0,A0,A0,A1,A1,A2,A3,85.65,
A615,A0,A1,14.0,A0,A0,A2,A2,A1,A1,75.35,A1
A616,A0,A1,3.0,A0,A0,A0,A0,A0,A3,20.2,A0
A617,A0,A0,18.0,A0,A0,A2,A2,A1,A1,74.8,A0
A618,A0,A1,1.0,A0,A0,A2,A2,A2,A1,89.9,A1
A619,A0,A1,,A0,A1,A1,A2,A1,A3,49.95,A1
A620,A0,A1,,A0,A0,A1,A2,A1,A2,50.25,A0
A621,A0,A0,62.0,A1,A2,A1,A1,A1,A3,48.7,A0
A622,A0,A0,53.0,A0,A1,A2,A1,A2,A3,111.8,A0
A623,A1,A0,21.0,A0,A1,A1,A1,A2,A3,71.7,A0
A624,A0,A1,32.0,A0,A1,A1,A2,A2,A2,74.75,A0
A625,A0,A0,49.0,A0,A1,A2,A1,A1,A1,93.65,A0
A626,A0,A0,45.0,A0,A1,A1,A1,A1,A2,81.3,
A627,A0,A1,8.0,A0,A0,A0,A0,A0,A2,20.35,A0
A628,A0,A0,,A0,A0,A2,A1,A1,A3,79.7,A1
A629,A0,A1,45.0,A0,A1,A2,A2,A2,A0,89.3,A0
A630,A1,A0,16.0,A0,A1,A2,A2,A2,A1,98.75,A1
A631,A0,A1,24.0,A0,A1,A2,A1,A1,A0,90.55,A1
A632,A0,A1,,A0,A1,A2,A2,A1,A1,72.65,A1
A633,A1,A1,3.0,A1,A2,A1,A2,A1,A1,25.3,A1
A634,A0,A1,,A0,A0,A0,A0,A0,A2,19.65,A0
A635,A0,A0,54.0,A0,A0,A0,A0,A0,A0,20.4,
A636,A0,A1,24.0,A0,A1,A2,A2,A1,A0,88.95,A0
A637,A0,A1,1.0,A0,A0,A1,A1,A1,A1,49.9,A0
A638,A0,A1,9.0,A0,A1,A2,A2,A2,A0,98.3,A1
A639,A0,A0,45.0,A0,A1,A2,A1,A2,A0,95.0,A0
A640,A1,A1,16.0,A0,A0,A2,A2,A2,A1,78.75,A0
A641,A0,A1,22.0,A0,A1,A0,A0,A0,A2,25.25,A0
A642,A0,A0,9.0,A0,A0,A1,A1,A1,A2,54.8,A0
A643,A0,A0,67.0,A0,A0,A0,A0,A0,A3,19.25,A0
A644,A1,A1,43.0,A0,A1,A2,A1,A1,A1,90.25,A0
A645,A0,A1,4.0,A0,A0,A2,A2,A2,A1,79.9,A1
A646,A0,A0,33.0,A0,A0,A0,A0,A0,A0,19.8,A0
,A0,A0,46.0,A0,A0,A1,A1,A2,A2,70.6,A0
A648,A0,A0,,A0,A1,A2,A1,A1,A3,88.4,A0
A649,A0,A1,12.0,A0,A0,A0,A0,A0,A2,19.7,A0
A650,A0,A1,,A0,A1,A2,A1,A2,A1,114.9,A0
A651,A0,A0,25.0,A1,A2,A1,A2,A1,A0,38.1,A0
A652,A1,A0,54.0,A1,A2,A1,A2,A1,A3,24.95,A0
A653,A0,A1,10.0,A0,A0,A0,A0,A0,A3,19.95,A0
A654,A0,A1,23.0,A0,A1,A2,A2,A1,A1,74.95,A1
A655,A0,A0,41.0,A0,A1,A1,A1,A2,A0,79.9,A1
A656,A0,A0,19.0,A0,A0,A0,A0,A0,A2,19.9,A0
A657,A0,A1,1.0,A0,A0,A0,A0,A0,A2,19.9,A0
A658,A0,A1,,A0,A1,A2,A2,A2,A2,103.85,A0
A659,A0,A1,2.0,A0,A0,A1,A1,A1,A0,49.05,A1
A660,A0,A1,49.0,A0,A0,A0,A0,A0,A0,20.45,A0
A661,A0,A0,66.0,A0,A1,A2,A1,A2,A3,109.25,A0
A662,A1,A0,72.0,A0,A1,A2,A1,A2,A3,106.85,A0
A663,A0,A1,50.0,A0,A0,A2,A1,A1,A0,90.1,A0
A664,A0,A0,13.0,A0,A0,A2,A2,A2,A1,88.35,A1
A665,A0,A1,2.0,A0,A0,A2,A2,A2,A1,94.95,A1
A666,A0,A0,60.0,A0,A0,A1,A1,A1,A2,61.35,A0
A667,A0,A0,40.0,A0,A0,A0,A0,A0,A3,20.4,
A668,A0,A1,4.0,A0,A0,A0,A0,A0,A2,19.4,A0
A669,A0,A0,34.0,A0,A0,A0,A0,A0,A3,20.1,A0
A670,A0,A1,36.0,A0,A0,A0,A0,A0,A2,19.55,A0
A671,A0,A1,6.0,A0,A0,A0,A0,A0,A2,20.7,A0
A672,A0,A1,1.0,A0,A0,A1,A2,A1,A0,46.2,A1
A673,A0,A1,21.0,A0,A1,A2,A1,A1,A1,82.35,A1
A674,A0,A0,68.0,A0,A1,A1,A1,A2,A0,90.8,
A675,A0,A1,50.0,A1,A2,A1,A1,A1,A3,43.05,A0
A676,A0,A1,6.0,A0,A1,A2,A2,A1,A1,79.05,A1
A677,A0,A0,56.0,A0,A1,A1,A2,A1,A3,65.2,A0
A678,A1,A0,46.0,A0,A1,A2,A1,A1,A1,100.7,A1
A679,A1,A1,,A0,A1,A2,A1,A1,A1,89.15,A1
A680,A0,A0,38.0,A0,A0,A0,A0,A0,A2,20.2,A0
A681,A0,A1,18.0,A1,A2,A1,A2,A1,A2,25.15,A0
A682,A0,A1,8.0,A0,A0,A2,A2,A1,A3,80.1,A1
A683,A0,A1,38.0,A0,A0,A0,A0,A0,A2,20.1,A0
A684,A0,A1,1.0,A0,A0,A1,A2,A1,A1,47.95,
A685,A0,A0,13.0,A1,A2,A1,A1,A1,A2,40.55,A0
A686,A0,A0,64.0,A0,A1,A1,A2,A1,A3,58.35,
A687,A0,A0,68.0,A1,A2,A1,A1,A1,A2,44.8,
A688,A0,A1,1.0,A0,A0,A2,A2,A1,A1,70.1,
A689,A1,A1,13.0,A0,A0,A2,A2,A1,A1,74.3,A1
A690,A1,A0,27.0,A0,A1,A1,A1,A2,A3,84.8,A0
A691,A1,A1,49.0,A0,A0,A1,A2,A1,A2,43.8,
A692,A0,A1,2.0,A0,A0,A0,A0,A0,A0,19.9,A0
A693,A0,A1,45.0,A0,A0,A2,A1,A2,A1,100.3,
,A0,A1,59.0,A0,A1,A1,A2,A1,A0,54.15,A0
A695,A0,A0,18.0,A1,A2,A1,A2,A1,A1,39.05,A1
A696,A0,A0,35.0,A0,A0,A0,A0,A0,A2,20.1,A0
A697,A0,A1,32.0,A0,A0,A0,A0,A0,A3,19.9,A0
A698,A0,A1,1.0,A0,A0,A1,A2,A1,A1,45.65,A1
A699,A0,A1,1.0,A0,A0,A1,A2,A1,A1,42.9,A1
A700,A0,A1,36.0,A0,A0,A0,A0,A0,A0,20.35,A0
A701,A0,A0,54.0,A0,A1,A1,A1,A1,A3,59.8,A0
,A0,A0,,A0,A0,A0,A0,A0,A0,20.85,
A703,A0,A0,52.0,A0,A0,A0,A0,A0,A2,19.85,A0
A704,A0,A0,31.0,A0,A1,A2,A2,A1,A3,98.05,A0
A705,A0,A1,4.0,A0,A1,A0,A0,A0,A0,25.3,A0
A706,A0,A0,72.0,A0,A1,A2,A1,A2,A1,115.5,A0
A707,A0,A1,1.0,A0,A0,A2,A2,A2,A1,89.55,A1
A708,A0,A0,49.0,A0,A1,A2,A1,A2,A3,107.95,A1
A709,A0,A0,23.0,A0,A1,A1,A2,A1,A3,77.15,A0
A710,A1,A0,55.0,A0,A0,A2,A2,A1,A0,88.8,A0
A711,A0,A1,3.0,A0,A0,A2,A2,A1,A2,88.35,A1
A712,A0,A1,68.0,A0,A1,A0,A0,A0,A3,24.15,
A713,A0,A0,28.0,A0,A0,A0,A0,A0,A3,19.55,A0
A714,A0,A1,8.0,A0,A0,A0,A0,A0,A2,20.05,A0
A715,A0,A0,6.0,A0,A0,A0,A0,A0,A2,19.55,A0
A716,A1,A0,60.0,A0,A1,A2,A1,A2,A1,89.45,A0
A717,A1,A0,49.0,A0,A1,A2,A1,A1,A1,88.2,A0
A718,A1,A1,10.0,A0,A0,A2,A1,A1,A1,72.85,
A719,A0,A1,61.0,A0,A1,A2,A2,A2,A0,111.6,A1
A720,A1,A0,60.0,A0,A0,A1,A1,A2,A0,74.85,A0
A721,A1,A1,71.0,A0,A1,A0,A0,A0,A2,24.65,A0
A722,A0,A1,4.0,A0,A1,A2,A1,A1,A3,84.05,A1
A723,A0,A1,8.0,A0,A0,A1,A2,A1,A2,43.55,A0
A724,A0,A0,11.0,A0,A1,A2,A1,A2,A1,102.0,A1
A725,A1,A0,61.0,A0,A1,A1,A1,A2,A3,64.05,A0
A726,A0,A0,70.0,A1,A2,A1,A1,A2,A3,57.8,A0
A727,A1,A0,1.0,A0,A0,A2,A2,A1,A1,70.3,A1
A728,A0,A1,13.0,A0,A0,A1,A1,A2,A2,73.35,
A729,A0,A1,38.0,A0,A1,A2,A2,A2,A1,103.65,A0
A730,A0,A0,39.0,A0,A1,A2,A1,A1,A1,89.55,A1
A731,A0,A1,33.0,A0,A0,A2,A1,A1,A3,80.6,A0
A732,A0,A0,8.0,A0,A0,A0,A0,A0,A2,19.5,A0
A733,A0,A0,42.0,A0,A0,A0,A0,A0,A2,20.0,A0
A734,A0,A1,1.0,A0,A0,A1,A2,A1,A2,45.05,A1
A735,A0,A0,69.0,A0,A0,A0,A0,A0,A3,20.15,A0
A736,A0,A1,33.0,A0,A1,A1,A1,A1,A2,60.9,A0
A737,A0,A0,34.0,A0,A1,A2,A1,A2,A2,88.85,A0
A738,A1,A1,9.0,A0,A1,A1,A2,A1,A1,54.55,A1
A739,A0,A1,1.0,A0,A0,A2,A2,A1,A1,69.1,A1
A740,A0,A0,17.0,A0,A1,A2,A2,A1,A1,94.4,
A741,A0,A1,33.0,A1,A2,A1,A1,A1,A1,39.1,A0
